PART,MANUFACTURER,DESCRIPTION,SYSTEM,COMPONENT,ASSEMBLY,constructed_code
020-038-002,"RIGHTLINE EQPT, INC",BEARING,55,0,0,055-000-000
020-043-001,TOYOTA,"SLIDE, LOWER",55,0,0,055-000-000
020-078-001,"RIGHTLINE EQPT, INC",POLY BRG,266,0,0,266-000-000
020240-002,CROWN,"BRUSH, BOX ASM 16 X 25",266,0,0,266-000-000
02040J2675,"BENDIX CORP, THE","PADS, BRAKE, FRONT",13,1,139,013-001-139
021-00373,FLEET ENGINEERS,HOLDBACK ASSY,77,1,13,077-001-013
02-1111-108,MBB INTERLIFT,BUMPER,55,0,0,055-000-000
021122-00R,CROWN,MOTOR,55,0,0,055-000-000
021196-00R,CROWN,"MOTOR, 24V AC TRACTION",266,5,,266-005-000
02-12175-012,FREIGHTLINER,"TUBE, LUBRICATION, CLUTCH, 12""",23,1,25,023-001-025
02-12176-000,FREIGHTLINER,"BEARING, PIOLET .72X3",0,0,0,000-000-000
21218,CROWN,"MOTOR, LIFT AC 36V/48V",266,0,0,266-000-000
21606,CROWN,"MOTOR, AC, TRACTION, 36/48V",266,5,0,266-005-000
02-1606006,KENWORTH TRUCK CO,"BEZEL, LH HEADLIGHT CHROME",34,1,1,034-001-001
02-160701102,KENWORTH TRUCK CO,"HOUSING, TURN SIGNAL",34,3,10,034-003-010
022-00081,FLEET ENGINEERS,"HOLDBACK, DOOR",72,3,33,072-003-033
022-01036,FLEET ENGINEERS,"HINGE, ALUMINIUM, 4 HOLE",72,3,10,072-003-010
022-01087,FLEET ENGINEERS,"COVER, ALUMINUM MANIFEST",2,31,0,002-031-000
22011,"VELVAC, INC.","HOSE, AIR BRAKE, 3/8""X3/4""X50'",53,8,3,053-008-003
022-01184,FLEET ENGINEERS,"HINGE, UTILITY STYLE TRAILER",72,0,0,072-000-000
022-01190,FLEET ENGINEERS,"HOLDER, DOCUMENTS, TUBE, 9""",53,5,7,053-005-007
22028,"VELVAC, INC.","HOSE, AIR, SLIDER, 5TH WHEEL",59,1,86,059-001-086
023-00975,FLEET ENGINEERS,"IRON, CORNER 12""X12""",71,6,17,071-006-017
023041X1,TRW,"BOLT/NUT, KIT, SERVICE",15,2,21,015-002-021
23368720,ACDELCO,CAP,51,0,0,051-000-000
024-02501,FLEET ENGINEERS,"DOOR, VENT",77,4,0,077-004-000
0243562PE,"PACCAR, INC.","PLUG SEAL, M26 X 1.5",65,4,20,065-004-020
025-01028,FLEET ENGINEERS,"CABLE, DOOR - ROLL UP SS (7X7)",72,4,0,072-004-000
025-01029,FLEET ENGINEERS,"CABLE, DOOR-ROLL UP 110""",72,4,9,072-004-009
025-01030,FLEET ENGINEERS,"CABLE, DOOR - ROLL UP - 115"" S",72,4,0,072-004-000
025-01031,FLEET ENGINEERS,"CABLE, DOOR, ROLL-UP, 115""",72,4,,072-004-000
025-01088,FLEET ENGINEERS,"CABLES, DOOR, ROLL UP, PAIR",72,4,9,072-004-009
025-01434,FLEET ENGINEERS,"CABLE, DOOR - ROLL UP SS (7X19",72,4,9,072-004-009
025-01435,FLEET ENGINEERS,ROLL UP DOOR CABLE 110',60,0,0,060-000-000
025-01438,FLEET ENGINEERS,"CABLE DOOR- ROLL UP SS 115""",72,4,9,072-004-009
025-01439,FLEET ENGINEERS,ROLL UP DOOR CABLE 115',60,0,0,060-000-000
025-01447,FLEET ENGINEERS,"DOOR, CABLE OVERHEAD",72,0,0,072-000-000
025-01450,FLEET ENGINEERS,"CABLE, DOOR- ROLL UP 130""",72,4,9,072-004-009
025-01575,FLEET ENGINEERS,"CABLE, DOOR - ROLL UP 110"" (7X",72,4,9,072-004-009
025-10001,FLEET ENGINEERS,"HINGE, END",72,4,11,072-004-011
025-10101,FLEET ENGINEERS,"ROLLER, DOOR - NYLON W-STYLE 2",72,4,0,072-004-000
025-10102,FLEET ENGINEERS,"ROLLER, DOOR - WHITING 2"" STEE",72,4,0,072-004-000
025-10403,FLEET ENGINEERS,"STRAP, ROLL UP DOOR PULL - 32""",72,4,6,072-004-006
025-10420,FLEET ENGINEERS,"CABLE, ROLL-UP DOOR 18""",72,4,9,072-004-009
025-10432,WHITING ROLL-UP DOOR,DOOR STRAP,72,4,,072-004-000
025-10500,FLEET ENGINEERS,"LATCH, DOOR LOCK - KEEPER",72,4,7,072-004-007
025-10501,FLEET ENGINEERS,RECESSED DOOR ROLLER LOCK ASSE,72,4,7,072-004-007
025-10502,FLEET ENGINEERS,"KEEPER, LOCK, DOOR",72,4,14,072-004-014
025-10577,FLEET ENGINEERS,"HANDLE, CAM LOCK",55,0,0,055-000-000
025-10578,FLEET ENGINEERS,"HANDLE, LATCH WHITING",72,0,0,072-000-000
025-60050,FLEET ENGINEERS,T-STYLE LATCH PLATE,2,36,7,002-036-007
025-60563,WHITING ROLL-UP DOOR,"ROLLER BRACKET, REEFER BOTTOM",72,0,0,072-000-000
25877402,ACDELCO,WIPER BLADE,51,0,0,051-000-000
025E10002,FLEET ENGINEERS,W-STYLE END HINGE AND ROLLER,72,4,0,072-004-000
025E10051,FLEET ENGINEERS,CENTER HINGE,72,4,0,072-004-000
025E10403,FLEET ENGINEERS,"STRAP, PULL - ROLL UP DOOR - 2",78,0,0,078-000-000
026-14225,FLEET ENGINEERS,"BOTTOM, DOOR, PANEL, 98X15",72,4,93,072-004-093
027-20300,FLEET ENGINEERS,"DRUM, CABLE, R/S",72,4,55,072-004-055
027-20301,FLEET ENGINEERS,"DRUM, CABLE, C/S",72,4,56,072-004-056
027-24201,FLEET ENGINEERS,"SPRING ASSEMBLY, OPERATOR 96""",71,30,19,071-030-019
027-24403,FLEET ENGINEERS,"OPERATOR,ASSEMBLY",72,4,8,072-004-008
027-24417,FLEET ENGINEERS,"ASSEMBLY, DUAL SPRING",13,4,0,013-004-000
02-7299-0-001,UTILITY,"BOLTS, CALIPER",13,1,129,013-001-129
02-78BJ31,BEVERAGE TRUCK PARTS,"STRAP, DOOR, 31"", W/GROMMET",72,4,6,072-004-006
0-28156-012-0,AMERICAN ISUZU MTRS,"BOLT, BRACKET",53,7,5,053-007-005
0298100.ZXEH,LITTELFUSE,"FUSE, MEGA - 100A",30,0,0,030-000-000
029-98205W,PRECISION BRAND PROD,"DOOR, REAR, ROLL UP",72,4,,072-004-000
03-01568,SPICER AXLE-TRANS,"GASKET, AXLE DRIVE",22,2,0,022-002-000
03-07112,PETERBILT MOTORS CO,AIR SPRING,16,8,1,016-008-001
031-00120,FLEET ENGINEERS,"BRACKET, MUDFLAP BAR TYPE",14,14,3,014-014-003
031-00896,FLEET ENGINEERS,"KIT, MUDFLAP HANGER BRACKETS",14,11,3,014-011-003
031-00897,FLEET ENGINEERS,BRACKET KIT - MUDFLAP HANGER,14,11,0,014-011-000
031-01760,FLEET ENGINEERS,"BLK POLY QTR FENDER, ST W BLK",2,15,2,002-015-002
03-1103-0-077,UTILITY,"BRACKET, LANDING LEG",77,3,,077-003-000
03-1105-0-005,UTILITY,BRACKET,77,1,1,077-001-001
03-1105-0-007,UTILITY,BRACKET,77,1,1,077-001-001
03-1250-0-006,UTILITY,DOCK BUMPER,72,1,28,072-001-028
03-1451HD,"DAYTON PARTS, INC.",CAMSHAFT REPAIR KIT,13,14,,013-014-000
3190209,DURAGO,"TIRE, 23X11-10 4PR",17,3,1,017-003-001
032-00199,FLEET ENGINEERS,POST QTR FENDER,2,0,,002-000-000
32058,"VELVAC, INC.",DRAIN VALVE WITH 4 CABLE,51,0,0,051-000-000
1951-03-01 00:00:00,SPICER AXLE-TRANS,"CAM BRACKET, R/H",13,17,14,013-017-014
1952-03-01 00:00:00,SPICER AXLE-TRANS,"CAM BRACKET, L/H",13,17,14,013-017-014
03-23669-000,FREIGHTLINER,FUEL TANK BOLT,44,1,43,044-001-043
03-25693-000,FREIGHTLINER,"LUG TENSIONER, FUEL TANK STRAP",44,1,43,044-001-043
03-27310-000,FREIGHTLINER,"TANK, FUEL",44,0,0,044-000-000
03-27310-001,FREIGHTLINER,"ISOLATOR, FUEL TANK",14,6,4,014-006-004
033-00051,FLEET ENGINEERS,"ANGLE, MOUNTING, MUD FLAP",14,14,7,014-014-007
033-00270,FLEET ENGINEERS,"BRACKET, MUD FLAP, STRAIGHT",2,2,60,002-002-060
033-00864,FLEET ENGINEERS,"MUDFLAP, 45 DEGREE SPRING LOAD",14,14,7,014-014-007
033-01093,FLEET ENGINEERS,BRACKET MUDFLAP,50,0,0,050-000-000
033-04259,FLEET ENGINEERS,"PLATE, STRAIGHT CONSPICUITY",78,9,0,078-009-000
033-04263,FLEET ENGINEERS,ANGLED CONSPICUITY PLATE,78,9,0,078-009-000
033-04542,FLEET ENGINEERS,"SET, MUDFLAP BRACKETS - SPRING",14,11,3,014-011-003
033-08002,FLEET ENGINEERS,"MUDFLAP, AERO - 24 X 30",14,11,3,014-011-003
332002150441,"BOSCH CORP, ROBERT",RELAY - COKE PUMP,97,0,0,097-000-000
03-32976-700,FREIGHTLINER,"BRACKET, FUEL, TANK, ISOLATOR",14,6,4,014-006-004
03-33412-780,FREIGHTLINER,ISOLATOR - FUEL TANK BAND,44,1,19,044-001-019
03-33906-001,FREIGHTLINER,"T-BOLT, FUEL TANK BRACKET",14,6,2,014-006-002
03-33927-672,FREIGHTLINER,"ISOLATOR, FUEL TANK BRACKET",44,1,63,044-001-063
03-34467-000,FREIGHTLINER,"CAP, TANK, FUEL",44,1,2,044-001-002
03-3550-0-038,UTILITY,"OUTER DOOR RUBBER GASKET, 2PC",72,0,0,072-000-000
03-35804-000,FREIGHTLINER,"ISOLATAR, AIR CLEANER",41,1,5,041-001-005
0336744PE,"PACCAR, INC.","PLUG, DRAIN",45,13,6,045-013-006
03-37017-000,FREIGHTLINER,"CAP, FUEL TANK, FREIGHTLINER",44,1,2,044-001-002
03-37017-001,FREIGHTLINER,FUEL CAP,44,1,2,044-001-002
03-37679-000,FREIGHTLINER,"HOUSING, FILTER, AIR, COMPLETE",41,1,65,041-001-065
03-38068-000,FREIGHTLINER,"ELBOW-90 DEG,HOSE BARB-DEF",43,7,91,043-007-091
03-38548-004,FREIGHTLINER,"STRAP, FUEL TANK",44,1,19,044-001-019
03-3951-0-015,TODCO DIV OVRHD DOOR,SIDE DOOR HANDLE,72,1,24,072-001-024
034-00426,FLEET ENGINEERS,"BRACKET, MUD FLAP, REAR",2,2,60,002-002-060
034-00433,FLEET ENGINEERS,"BRACKET, MUDFLAP, SHORT, 5/8""",2,2,57,002-002-057
03-40538-009,DETROIT DIESEL CORP,"WATER SEPERATOR, FUEL",44,0,0,044-000-000
03-40538-012,DETROIT DIESEL CORP,"ASSY, FUEL WATER SEPARATOR",44,0,0,044-000-000
3413,DORMAN PROD CO.,"KIT, HARDWARE",43,2,2,043-002-002
03-41389-000,FREIGHTLINER,"SEPERATOR, FUEL/WATER",44,2,4,044-002-004
03-42746-001,FREIGHTLINER,"SERPARATOR, FUEL/WATER",44,2,4,044-002-004
03-42776-000,FREIGHTLINER,"HOUSING, FILTER, AIR",41,1,26,041-001-026
03-42776-010,FREIGHTLINER,"FILTER, AIR, ENGINE",41,1,5,041-001-005
03-43479-000,FREIGHTLINER,"HOUSING, FILTER, AIR",41,1,26,041-001-026
03-43845-000,FREIGHTLINER,"FILTER, FUEL/WATER SEPARATOR",44,2,16,044-002-016
35007,"VELVAC, INC.","SEAL, GLADHAND",13,10,58,013-010-058
35093,"VELVAC, INC.","GLADHAND, ANGLE MOUNT, RED",13,10,32,013-010-032
368500029,UTILITY,"TANK, AIR",13,10,4,013-010-004
037-155-001,TENNANT,BRACKET,2,4,62,002-004-062
03-7270-0-003,UTILITY,"RUBBER KAZOO, 4-1/8""",82,0,,082-000-000
04-16677-038,FREIGHTLINER,"PIPE, 4"" CHROME, CURVED",43,3,18,043-003-018
04-18567-000,FREIGHTLINER,"SHIELD, EXHAUST HEAT",43,3,42,043-003-042
04-18646-001,FREIGHTLINER,U BOLT,53,7,27,053-007-027
04-20003-000,FREIGHTLINER,"PIPE, EXHAUST",43,3,25,043-003-025
04-20007-000,FREIGHTLINER,"PIPE, EXHAUST",43,3,61,043-003-061
04-20008-001,FREIGHTLINER,"PIPE, MUFFLER IN",43,3,,043-003-000
042-001-002,KENWORTH TRUCK CO,HOSE RADIATOR #28,42,2,148,042-002-148
04-20012-000,FREIGHTLINER,CLAMP-PIPE MOUNTING,43,3,0,043-003-000
04-20164-000,FREIGHTLINER,"CLAMP, T-BOLT, CONST TORQ, 4""",41,4,12,041-004-012
42022,"TIMKEN CO., THE",BALL BEARING,18,2,8,018-002-008
04-20418-000,FREIGHTLINER,"ISOLATOR, MUFFLER",43,3,33,043-003-033
04-20442-001,FREIGHTLINER,"BRACKET, UPPER, 8"" MUFFLER",43,3,24,043-003-024
04-20443-001,FREIGHTLINER,"BRACKET, LOWER RIGHT HAND",43,3,23,043-003-023
042-061-004,KENWORTH TRUCK CO,HOSE RADIATOR #32,42,2,148,042-002-148
04-20710-000,FREIGHTLINER,"CLAMP, MUF SHIELD MOUNTING",43,4,,043-004-000
04-20809-000,FREIGHTLINER,"BAND, EXHAUST PIPE SUPPORT",43,3,,043-003-000
04-20945-007,FREIGHTLINER,#5 EXHAUST BAND CLAMP,43,0,,043-000-000
04-21011-000,FREIGHTLINER,"BRACKET, 4"" LOWER MUFFLER",43,3,24,043-003-024
04-21015-004,FREIGHTLINER,"PIPE, ENGINE INE OUT",43,3,25,043-003-025
04-21015-014,FREIGHTLINER,"PIPE, ENGINE OUTLET",43,3,25,043-003-025
04-21016-002,FREIGHTLINER,EXHAUST PIPE,43,0,,043-000-000
04-21055-000,FREIGHTLINER,"CLAMP, EXHAUST - 4"" M2 106",43,3,,043-003-000
04-21113-001,FREIGHTLINER,"MUFFLER, VERTICAL 4X4",43,3,1,043-003-001
04-23721-007,FREIGHTLINER,FLEXIBLE PIPE - EXHAUST,43,3,17,043-003-017
04-23721-012,DETROIT DIESEL CORP,"PIPE, EXHAUST FLEX",43,3,17,043-003-017
04-23972-001,FREIGHTLINER,"CLAMP-BAND, 5""",43,3,13,043-003-013
04-24695-000,FREIGHTLINER,"SHIELD, 5 INCH,H/V STAINLESS",43,3,42,043-003-042
04-24695-001,FREIGHTLINER,STACK EXHUAUST SHIELD,43,0,0,043-000-000
04-25618-000,FREIGHTLINER,SUPPORT- VERT EXHAUST STACK,43,3,95,043-003-095
4270001,CLARK TRL SERVICE,"TIRE, 13 1/2X5 1/2X8",55,0,0,055-000-000
04-27150-000,FREIGHTLINER,"FITTING, COOLANT, DEF LINE",43,7,138,043-007-138
04-27219-000,FREIGHTLINER,"DAMPER-RUBBER, TEF TK, 6 GAL",43,7,0,043-007-000
04-27252-000,FREIGHTLINER,"BELLOW, EXHAUST",43,3,17,043-003-017
04-27487-000,FREIGHTLINER,RETAINER DEF TANK,43,7,6,043-007-006
04-27530-000,DETROIT DIESEL CORP,O-RING,43,0,0,043-000-000
04-27658-000,FREIGHTLINER,"COVER, DEF PUMP",43,7,149,043-007-149
04-27721-000,FREIGHTLINER,"PIPE, EXHAUST, UNDER STEP",43,3,25,043-003-025
04-27757-000,FREIGHTLINER,FILLTER CAP,44,0,0,044-000-000
04-27759-000,FREIGHTLINER,"HOSE, DEF, RETURN, DD13",43,7,143,043-007-143
04-27817-000,FREIGHTLINER,VENT-DEF TANK,43,7,198,043-007-198
04-27829-000,FREIGHTLINER,"LINE, COOLANT DEF TANK SUPPLY",43,7,142,043-007-142
04-27883-000,FREIGHTLINER,"LINE, COOLANT DEF TANK RETURN",43,7,143,043-007-143
04-27908-000,FREIGHTLINER,"BELLOWS,EXHUAST,PIPE",43,6,46,043-006-046
04-27909-000,FREIGHTLINER,"BELLOW, EXHAUST PIPE M2",43,6,46,043-006-046
04-27952-000,FREIGHTLINER,"COOLANT, DEF RETURN",43,7,143,043-007-143
04-28039-001,FREIGHTLINER,VALVE SOLENOID COOLA,44,16,5,044-016-005
04-28527-000,DETROIT DIESEL CORP,"3/8 HOSE, COOLANT CONNECTOR",42,2,117,042-002-117
04-28647-000,FREIGHTLINER,"LINE, COOLANT DEF TANK JUMPER",43,7,78,043-007-078
04-28650-000,FREIGHTLINER,"DIESEL EXHAUST,FLUID, LINE",43,7,221,043-007-221
04-28651-000,FREIGHTLINER,DEF LINE,43,7,199,043-007-199
04-28737-000,FREIGHTLINER,"RTNR- RUBER DAMPER, DEF TANK",43,7,4,043-007-004
04-28796-000,FREIGHTLINER,"LINE- DEF, 6GAL  RETURN",43,7,221,043-007-221
04-28797-000,FREIGHTLINER,"LINE, DEF-SUPPLY 6GAL",43,7,221,043-007-221
04-28829-000,FREIGHTLINER,"CLIP LINE, DEF , 5/16""",14,8,2,014-008-002
04-28829-001,FREIGHTLINER,"CLIP, LINE, DEF, 5/16""",14,8,2,014-008-002
04-28841-160,FREIGHTLINER,"UREA LINE-DOSER, 1600MM",43,7,221,043-007-221
04-28841-200,FREIGHTLINER,UREA LINE-DOSER,43,0,0,043-000-000
04-28884-000,FREIGHTLINER,DEF LINE,43,7,193,043-007-193
04-28907-000,FREIGHTLINER,"BELLOWS, EXHAUST",43,6,46,043-006-046
04-28919-000,FREIGHTLINER,"LINE-DEF, TANK  RETURN",43,7,221,043-007-221
04-28920-000,FREIGHTLINER,DEF LINE - TANK SUPPLY,43,7,1,043-007-001
04-29001-000,FREIGHTLINER,"HOSE, DEF, TANK RETURN",43,7,,043-007-000
04-29002-000,FREIGHTLINER,"HOSE, DEF, SUPPLY, PUMP",43,7,,043-007-000
42906,CROWN,PIN,266,0,0,266-000-000
04-29332-000,FREIGHTLINER,"PIPE, TURBO, OUT, 1US",43,3,25,043-003-025
04-29364-000,FREIGHTLINER,"PIPE- EXHAUST, STRAIGHT",43,3,25,043-003-025
04-29920-000,FREIGHTLINER,FITTING - SV246 NG12-3/4 INCH,43,7,138,043-007-138
04-30009-000,DETROIT DIESEL CORP,"EXHAUST, 5 IN MITIGATOR",43,3,25,043-003-025
04-30204-000,FREIGHTLINER,"LINE, COOLANT, DEF RTN",42,0,0,042-000-000
04-30210-000,FREIGHTLINER,"LINE-COOLANT, DEF, SUP",43,7,142,043-007-142
04-30212-000,FREIGHTLINER,"LINE, COOLANT, DEF JMPR",42,0,0,042-000-000
04-30382-001,FREIGHTLINER,"TANK, DEF",43,7,1,043-007-001
04-30421-000,FREIGHTLINER,"TUBE-COOLANT, 13/23 G",43,7,143,043-007-143
04-30676-002,FREIGHTLINER,"PIPE, EXHAUST",43,3,25,043-003-025
04-30813-000,FREIGHTLINER,"5"" EXHAUST CLAMP",43,3,13,043-003-013
04-31353-001,FREIGHTLINER,"HEADER, TANK, DEF",43,7,156,043-007-156
04-31353-005,FREIGHTLINER,"SENSOR, LEVEL, DEF",43,7,12,043-007-012
04-31354-004,FREIGHTLINER,"HEADER, SSI-CONNECTOR DEF",43,7,189,043-007-189
04-31419-000,FREIGHTLINER,COOLANT TUBE,43,7,142,043-007-142
04-31422-000,FREIGHTLINER,"COVER, PUMP, DEF",43,6,0,043-006-000
04-31677-000,FREIGHTLINER,DEF TANK HEADER,43,7,12,043-007-012
04-31885-240,FREIGHTLINER,"LINE, SUPPLY, DEF",43,7,,043-007-000
04-31885-260,FREIGHTLINER,DIESEL EXHAUST FLUID LINE HEAT,43,1,0,043-001-000
04-31885-280,FREIGHTLINER,"DEF LINE, SUPPLY",43,7,221,043-007-221
04-31887-280,FREIGHTLINER,"LINE, RETURN, DEF",43,7,,043-007-000
04-31887-300,FREIGHTLINER,"LINE, DEF RETURN",43,7,221,043-007-221
04-31887-320,FREIGHTLINER,"DEF LINE, RETURN",43,7,221,043-007-221
04-31888-320,FREIGHTLINER,"DEF LINE, DBL CONN",43,0,0,043-000-000
04-32032-300,FREIGHTLINER,DIESEL EXHAUST FLUID LINE HEAT,43,1,0,043-001-000
04-32033-340,FREIGHTLINER,"DEF LINE, RETURN",43,0,0,043-000-000
04-32084-000,FREIGHTLINER,DEF LINE SUCTION,44,16,8,044-016-008
04-32529-000,FREIGHTLINER,"FILL NECK, DEF TANK",43,0,0,043-000-000
04-32529-001,FREIGHTLINER,"NECK, FILL, DEF TANK, MAGNET",43,7,4,043-007-004
04-32541-002,FREIGHTLINER,"PIPE, EXHAUST",43,3,25,043-003-025
04-32557-000,FREIGHTLINER,"PIPE, EXHAUST",43,0,0,043-000-000
04-32926-000,FREIGHTLINER,"SHIELD, EXHAUST PIPE ELBOW",43,3,42,043-003-042
04-32984-000,FREIGHTLINER,"COOLANT, ENGINE, SUPPLY",43,7,150,043-007-150
04-32985-001,FREIGHTLINER,"DEF LINE, SUCTION",43,0,0,043-000-000
04-33103-000,FREIGHTLINER,"TUBE,COOLANT,JUMPER",42,0,0,042-000-000
04-33656-000,FREIGHTLINER,"HEADER, DEF",43,0,0,043-000-000
04-33671-000,FREIGHTLINER,"MOUNTING, BRACKET",43,6,42,043-006-042
04-33675-000,FREIGHTLINER,"BELLOWS-P4,DD13,1US,ATS INLET",43,6,46,043-006-046
04-33677-000,FREIGHTLINER,PIPE-EXHAUST,43,3,,043-003-000
04-33700-000,FREIGHTLINER,"VALVE, WATER SUPPLY",1,2,29,001-002-029
04-34617-001,FREIGHTLINER,"DEF LINE-SUCTION, HDE",43,7,221,043-007-221
04-34618-000,FREIGHTLINER,"TUBE-COOLANT, HDEP, VLV/H",43,7,150,043-007-150
04-34903-000,FREIGHTLINER,"CAP, TANK, DEF",43,7,2,043-007-002
043AT29549622,VOLVO,MD3000RM RETRAN ASSY,27,0,0,027-000-000
044-083-001,TOYOTA,"RING, PIN",2,8,72,002-008-072
044-084-001,TOYOTA,"PIN, ASSEY",2,8,81,002-008-081
04-4150-0-012,UTILITY,"HOLDBACK, TRAILER DOOR",72,3,0,072-003-000
04432-U1010-71,TOYOTA,"SEAL,KIT,KINGPIN",266,0,0,266-000-000
04432-U1030-71,TOYOTA,"SEAL KIT, KING",266,1,0,266-001-000
04433-10101-71,TOYOTA,"SEAL , KIT",266,0,0,266-000-000
04438-30050-71,TOYOTA,"SENSOR, ROTARY POSITION",266,5,0,266-005-000
04451-20290-71,TOYOTA,STEERING KNOB,15,0,0,015-000-000
45224,CROWN,SHAFT,266,0,0,266-000-000
045239-001-03,CROWN,"HANDLE, DISCONNECT, EMERGENCY",266,5,,266-005-000
04537-20020-71,TOYOTA,"BELT ASSY, SEAT",266,0,0,266-000-000
45469,CROWN,SHAFT,61,0,0,061-000-000
45477,CROWN,AXLE- WP LOAD,266,0,0,266-000-000
045482-002-003,CROWN,"BAR, TENSION",266,0,0,266-000-000
04-562351,SPICER AXLE-TRANS,"CAMSHAFT, R/H",13,17,4,013-017-004
04-562352,SPICER AXLE-TRANS,"CAMSHAFT, L/H",13,17,4,013-017-004
04-562411,"DAYTON PARTS, INC.","CAMSHAFT, RH AIR BRAKE 24.06""",13,17,4,013-017-004
04-562412,"DAYTON PARTS, INC.","CAMSHAFT, LH AIR BRAKE 24.06""",13,17,4,013-017-004
04-602351,"DAYTON PARTS, INC.","CAMSHAFT, S, BRAKE, RH",13,2,29,013-002-029
04-602352,"DAYTON PARTS, INC.","CAMSHAFT, S, BRAKE, LH",13,2,29,013-002-029
04631-20302-71,TOYOTA,BOLT KIT CHAIN,266,1,0,266-001-000
04631-20382-71,TOYOTA,"KIT, CHAIN ANCHOR",266,4,0,266-004-000
04631-30460-71,TOYOTA,BOLT KIT - CHAIN,55,7,0,055-007-000
04631-30491-71,TOYOTA,"KIT, BOLT - ANCHOR CHAIN",266,0,0,266-000-000
04631-30511-71,ATLAS,"KIT, EYE CHAIN",266,0,0,266-000-000
04640-U2010-71,TOYOTA,"KIT,PIN,LEVER",55,0,0,055-000-000
04640-U3020-71,TOYOTA,"KIT, LEVER PIN",266,0,0,266-000-000
04652-U1070-71,TOYOTA,CHECK VALVE KIT,266,0,0,266-000-000
04655-U1011-71,TOYOTA,"KIT, TILT CYLINDER SEAL",266,0,0,266-000-000
04945-20201-71,TOYOTA,BOLT SET KIT,266,1,0,266-001-000
04-9650-0-282,UTILITY,"HARNESS, FRONT ABS",34,4,202,034-004-202
04-9650-0-388,UTILITY,ABS HARNESS,13,17,,013-017-000
04-9650-0-467,UTILITY TRAILERS,"HARNESS, LIGHT STOP/TAIL/TURN",34,5,0,034-005-000
04-9650-0-472,UTILITY,"HARNESS, FRONT",13,11,96,013-011-096
04-9650-0-473,UTILITY,"HARNESS, REAR, MAIN, VS2DX",30,0,0,030-000-000
04S02035,WABASH NATIONAL,GLADHAND PLATE,10,0,,010-000-000
050000-015,CROWN,"PIN, ROLL",266,0,0,266-000-000
050000-017,CROWN,"PIN, ROLL",266,0,0,266-000-000
050000-048,CROWN,"ROLL PIN, WP LOAD WHEEL MM",53,7,25,053-007-025
050000-070,CROWN,PIN ROLL,266,1,0,266-001-000
050001-004,CROWN,"COTTER,PIN",266,0,0,266-000-000
050004-32,CROWN,SCREW,18,1,0,018-001-000
050005-028,CROWN,SCREW,53,7,6,053-007-006
050005-032,CROWN,SCREW,266,0,0,266-000-000
050008-021,CROWN,LOCKING NUT,53,7,35,053-007-035
050009-018,CROWN,"FLAT,WASHER",266,0,0,266-000-000
050009-024,CROWN,"M10, FLATWASHER",71,27,0,071-027-000
050026-002,CROWN,"PIN, COTTER - SPECIAL.",266,0,0,266-000-000
050051-008,CROWN,BOLT,55,0,0,055-000-000
050067-023,CROWN,BOLT,266,0,0,266-000-000
050067-043,CROWN,"SCREW, CAP",266,1,0,266-001-000
050068-007,CROWN,"NUT, LOCKING, M20",266,1,0,266-001-000
051057-026,CROWN,COMP SPRING,266,1,0,266-001-000
051058-001,CROWN,"BUSHING, METAL, CONTROL HANDLE",15,2,8,015-002-008
5137618,DETROIT DIESEL CORP,"CLAMP ASSEMBLY - MOUNT BOLT, 4",43,3,13,043-003-013
05-16062-013,FREIGHTLINER,"HOSE, COOLANT, ELBOW, 90DEG",53,8,12,053-008-012
05-16062-015,FREIGHTLINER,"HOSE, COOLANT 90 DEGREE",53,8,12,053-008-012
05-16070-000,FREIGHTLINER,"ISOLATOR, SUPPORT, RADIATOR",42,2,19,042-002-019
05-16836-205,FREIGHTLINER,HOSE - ELECTRO CHEMICAL RESIST,53,8,3,053-008-003
05-16836-209,FREIGHTLINER,"HOSE, RADIATOR - LOWER",42,4,15,042-004-015
05-16994-002,FREIGHTLINER,"HOSE, ELBOW 2.40X 75",0,0,0,000-000-000
05-17223-002,FREIGHTLINER,"CAP, SURGE TANK",42,2,44,042-002-044
05-19338-000,FREIGHTLINER,"ISOLATOR, 240RAIL 805 SQUARE",42,2,19,042-002-019
05-19865-000,FREIGHTLINER,"INSOLATOR, RADIATOR",42,2,19,042-002-019
05-20338-000,FREIGHTLINER,"TUBE, COOLANT LOWER",42,2,11,042-002-011
05-20339-560,DETROIT DIESEL CORP,"TUBE, COOLANT 2INCH OD",53,8,3,053-008-003
052065-20,CROWN,"CABLE, POWER",266,0,0,266-000-000
05-20696-007,FREIGHTLINER,HOSE SHUNT,42,2,83,042-002-083
052-156-059,TOYOTA,"FORK, INNER SD",266,1,0,266-001-000
052-157-059,TOYOTA,"INNER FORK, ASSY",55,0,0,055-000-000
05-21797-001,FREIGHTLINER,"HOSE, COOLANT",42,4,14,042-004-014
05-21919-001,FREIGHTLINER,"HOSE, COOLANT, UPPER, DD13",42,4,,042-004-000
05-21968-000,FREIGHTLINER,"HOSE, COOLANT, LOWER, FRGHT",42,4,15,042-004-015
05-21969-000,FREIGHTLINER,"HOSE, COOLANT RADIATOR",42,4,15,042-004-015
05-21983-000,FREIGHTLINER,HOSE,42,2,135,042-002-135
05-21991-000,FREIGHTLINER,HOSE INLET,42,2,38,042-002-038
05-21992-000,FREIGHTLINER,HOSE,42,0,0,042-000-000
