PART,MANUFACTURER,DESCRIPTION,NOTES,Review Notes,MANF_PARTMFR,MANF_PARTMFR_NAME,MANF_PARTNUMBER,Match,MANF_SPARTNUMBER,VMRS,SYSTEM_,ASSEMBLY_,COMPONENT_
801998,"BENDIX CORP, THE",ABS HARNESS,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,801998,1.0,801998,013-011-085,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS (LEAD) - MODULATOR VALVE TO ELECTRONIC CONTROL UNIT
802000,"BENDIX CORP, THE","ADAPTER, Y",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,802000,1.0,802000,013-011-085,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS (LEAD) - MODULATOR VALVE TO ELECTRONIC CONTROL UNIT
802009,"BENDIX CORP, THE",HARNESS,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,802009,1.0,802009,013-011-085,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS (LEAD) - MODULATOR VALVE TO ELECTRONIC CONTROL UNIT
10-12332-000,FREIGHTLINER,"BUSHING-SENSOR, ANTI LOCK STAT",,,FRGHT,FREIGHTLINER CORPORATION,10-12332-000,1.0,1012332000,013-011-089,BRAKES,"ABS, ANTI-LOCK SYSTEM",BUSHING - SENSOR MOUNTING
10085622,CONMET,HUB SERVICE KIT,,,CONMT,CONMET,10085622,1.0,10085622,013-011-094,BRAKES,"ABS, ANTI-LOCK SYSTEM","EXCITER, TONE RING - ABS"
BK3Z-2C189-A,FORD MOTOR CO,INDICATOR ASY,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",BK3Z-2C189-A,1.0,BK3Z2C189A,013-011-094,BRAKES,"ABS, ANTI-LOCK SYSTEM","EXCITER, TONE RING - ABS"
802014,"BENDIX CORP, THE",WIRING HARNESS,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,802014,1.0,802014,013-011-096,BRAKES,"ABS, ANTI-LOCK SYSTEM","WIRING HARNESS, ECU - ANTILOCK BRAKES"
3561584C1,INTERNATIONAL,TERMINAL CABLE TIN,,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,3561584C1,1.0,3561584C1,013-011-106,BRAKES,"ABS, ANTI-LOCK SYSTEM",TERMINAL - POWER CABLE
R955356,MERITOR N.A.,"VALVE, MODULATOR, ABS , KIT",,,MERTR,MERITOR INC.,R955356,1.0,R955356,013-011-114,BRAKES,"ABS, ANTI-LOCK SYSTEM",MODULATOR VALVE KIT
A06-42255-000,FREIGHTLINER,"HARNESS, TRAILER SUPPLY RECEP",,,FRGHT,FREIGHTLINER CORPORATION,A06-42255-000,1.0,A0642255000,013-011-122,BRAKES,"ABS, ANTI-LOCK SYSTEM","WIRING HARNESS - ABS, BODY"
A06-56415-000,FREIGHTLINER,ABS HARNESS,,,FRGHT,FREIGHTLINER CORPORATION,A06-56415-000,1.0,A0656415000,013-011-122,BRAKES,"ABS, ANTI-LOCK SYSTEM","WIRING HARNESS - ABS, BODY"
20470610,VOLVO,SWITCH,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",20470610,1.0,20470610,013-011-130,BRAKES,"ABS, ANTI-LOCK SYSTEM",MODULE - TRACTION CONTROL (TCS)
4460650850,ZF WABCO,"MODULE, CONTROL, STABILITY",,,WABCO,WABCO,4460650850,1.0,4460650850,013-011-130,BRAKES,"ABS, ANTI-LOCK SYSTEM",MODULE - TRACTION CONTROL (TCS)
170.AL430668,HALDEX,ABS VALVE,,,AUTMN,"AUTOMANN, INC",170.AL430668,1.0,170AL430668,013-011-134,BRAKES,"ABS, ANTI-LOCK SYSTEM",FULL-FUNCTION VALVE - ABS AND EMERGENCY
AL430614,HALDEX,VALVE FFABS W O ECU,,,HALDX,HALDEX,AL430614,1.0,AL430614,013-011-134,BRAKES,"ABS, ANTI-LOCK SYSTEM",FULL-FUNCTION VALVE - ABS AND EMERGENCY
AL430664,HALDEX,"VALVE, MODULATOR ABS 2 WAY",,,HALDX,HALDEX,AL430664,1.0,AL430664,013-011-134,BRAKES,"ABS, ANTI-LOCK SYSTEM",FULL-FUNCTION VALVE - ABS AND EMERGENCY
AQ961404,HALDEX,ABS VALVE KIT,,,HALDX,HALDEX,AQ961404,1.0,AQ961404,013-011-134,BRAKES,"ABS, ANTI-LOCK SYSTEM",FULL-FUNCTION VALVE - ABS AND EMERGENCY
GEN2-0210,ARVINMERITOR,"VALVE, MODULATOR-ECU",,,GLBTC,"GLOBE TECH MANUFACTURING, INC.",GEN2-0210,1.0,GEN20210,013-011-146,BRAKES,"ABS, ANTI-LOCK SYSTEM",UPGRADE KIT - ABS PC
GEN2-1010,DAYTON,"ABS, VALVE/ECU",,,GLBTC,"GLOBE TECH MANUFACTURING, INC.",GEN2-1010,1.0,GEN21010,013-011-146,BRAKES,"ABS, ANTI-LOCK SYSTEM",UPGRADE KIT - ABS PC
013-011-076,WABCO AUTOMOTIVE,ABS CONTROL MODULE,UNABLE TO VERIFY,,,,,,,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
2521333C91,NAVISTAR,"CONTROL UNIT, ABS",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,2521333C91,1.0,2521333C91,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
2526387C91,NAVISTAR,"CONTROL, COMPUTER, ANTI, SKID",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,2526387C91,1.0,2526387C91,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
400 867 181 0,WABCO AUTOMOTIVE,"ABS,CONTROL,MODULE",,,WABCO,WABCO,400 867 181 0,1.0,4008671810,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
4005001040,ZF WABCO,TCS 2 ECU/VALVE,,,WABCO,WABCO,4005001040,1.0,4005001040,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
4006120000,ZF WABCO,"CABLE, CONTROLLER, ABS",,,WABCO,WABCO,4006120000,1.0,4006120000,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
4006120010,ZF WABCO,"UNIT, CONTROL, ABS",,,WABCO,WABCO,4006120010,1.0,4006120010,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
4008672260,MERITOR WABCO,"ECU, MBSP",,,WABCO,WABCO,4008672260,1.0,4008672260,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
4461082010,ZF WABCO,"MODULE, ABS, TCS-2",,,WABCO,WABCO,4461082010,1.0,4461082010,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
801855,"BENDIX CORP, THE","MODULE,ABS,VALVE",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,801855,1.0,801855,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
801856,"BENDIX CORP, THE",ABS MODULE,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,801856,1.0,801856,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
A06-46255-001,FREIGHTLINER,"MODULE, POWER DISTRIBUTION",,,FRGHT,FREIGHTLINER CORPORATION,A06-46255-001,1.0,A0646255001,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
A06-46255-012,FREIGHTLINER,POWER DISTRIBUTION EXPANSION M,,,FRGHT,FREIGHTLINER CORPORATION,A06-46255-012,1.0,A0646255012,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
GDP40513205,WABCO AUTOMOTIVE,IABS,,,GRTDN,GREAT DANE TRAILERS,GDP40513205,1.0,GDP40513205,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
K041385,"BENDIX CORP, THE",ABS TRAILER MODULE,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K041385,1.0,K041385,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
K108565,"BENDIX CORP, THE",CONTROL MODULE ECU,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K108565,1.0,K108565,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
K109326,"BENDIX CORP, THE",TABS6 AVS TRLR MODULE,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K109326,1.0,K109326,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
K125316SC000,PETERBILT MOTORS CO,"MODULE, ELECTRIC-ABS",,,PACCR,PACCAR CORPORATION,K125316SC000,1.0,K125316SC000,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
K192951,"BENDIX CORP, THE","ABS,TRAILER,MODULE",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K192951,1.0,K192951,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
K258041,"BENDIX CORP, THE","MODULE, ABS, TRAILER",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K258041,1.0,K258041,013-011-147,BRAKES,"ABS, ANTI-LOCK SYSTEM","MODULE - ANTILOCK BRAKES, TRAILER"
85143387,VOLVO,VALVE,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85143387,1.0,85143387,013-011-150,BRAKES,"ABS, ANTI-LOCK SYSTEM",VALVE - TRACTION RELAY (TRV)
K070951,"BENDIX CORP, THE",VALVE-TRACTION RELAY,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K070951,1.0,K070951,013-011-150,BRAKES,"ABS, ANTI-LOCK SYSTEM",VALVE - TRACTION RELAY (TRV)
K070962,"BENDIX CORP, THE","VALVE, ATR TRACTION RELAY",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K070962,1.0,K070962,013-011-150,BRAKES,"ABS, ANTI-LOCK SYSTEM",VALVE - TRACTION RELAY (TRV)
K078219,"BENDIX CORP, THE","VALVE- ATC, ABS",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K078219,1.0,K078219,013-011-150,BRAKES,"ABS, ANTI-LOCK SYSTEM",VALVE - TRACTION RELAY (TRV)
K202633,"BENDIX CORP, THE",TRACTION RELAY VALVE,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K202633,1.0,K202633,013-011-150,BRAKES,"ABS, ANTI-LOCK SYSTEM",VALVE - TRACTION RELAY (TRV)
85129580,VOLVO,RING,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85129580,1.0,85129580,013-011-165,BRAKES,"ABS, ANTI-LOCK SYSTEM","TONE RING - WHEEL SPEED SENSOR, ABS"
04-9650-0-282,UTILITY,"HARNESS, FRONT ABS",,,UTLTY,UTILITY TRAILER MANUFACTURING CO.,04-9650-0-282,1.0,0496500282,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
04-9650-0-388,UTILITY,ABS HARNESS,,,UTLTY,UTILITY TRAILER MANUFACTURING CO.,04-9650-0-388,1.0,0496500388,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
12-15301,"DAYTON PARTS, INC.","CORD, AIR/POWER, 3-IN-1, 15'",,,DYTPR,"DAYTON PARTS, INC.",12-15301,1.0,1215301,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
22863502,GENERAL MOTORS CORP,ABS WHEEL SPEED SENSOR WIRE,,,GMXXX,GENERAL MOTORS CORPORATION,22863502,1.0,22863502,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
3756668F92,NAVISTAR,"HARNESS, SENSOR, SPEED",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,3756668F92,1.0,3756668F92,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
40502911,GREAT DANE,"CABLE, 90* ABS EXTENSION",,,GRTDN,GREAT DANE TRAILERS,40502911,1.0,40502911,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
40513209,WABCO AUTOMOTIVE,ABS SENSOR HARNESS,,,GRTDN,GREAT DANE TRAILERS,GDP40513209,0.0,GDP40513209,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
4410309082,WABCO AUTOMOTIVE,ABS SESNOR CABLE,,,WABCO,WABCO,4410309082,1.0,4410309082,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
4497330180,MERITOR WABCO,"CABLE, ABS",,,WABCO,WABCO,4497330180,1.0,4497330180,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
4497330300,WABCO AUTOMOTIVE,ABS SENSOR EXTENSION CABLE,,,WABCO,WABCO,4497330300,1.0,4497330300,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
449-733-030-0,MERITOR WABCO,ABS EXTENSION,,,WABCO,WABCO,4497330300,0.0,4497330300,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
A06-91093-000,FREIGHTLINER,HARNESS,,,FRGHT,FREIGHTLINER CORPORATION,A06-91093-000,1.0,A0691093000,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
A66-07841-001,FREIGHTLINER,"HARNESS, ABS,  FWD SENSOR",,,FRGHT,FREIGHTLINER CORPORATION,A66-07841-001,1.0,A6607841001,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
A66-07846-300,FREIGHTLINER,"ABS, HARNESS",,,FRGHT,FREIGHTLINER CORPORATION,A66-07846-300,1.0,A6607846300,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
A66-07854-300,FREIGHTLINER,ABS HARNESS,,,FRGHT,FREIGHTLINER CORPORATION,A66-07854-300,1.0,A6607854300,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
ABSEXT0130P,POWER PRODUCTS,ABS EXT. CABLE,,,POWRP,"POWER PRODUCTS, FLEETPRIDE",ABSEXT0130P,1.0,ABSEXT0130P,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
E17775,"EUCLID INDS, INC.","ABS SENSOR EXTENSION 72""",,,EUCLI,"EUCLID INDUSTRIES, INC.",E17775,1.0,E17775,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
FC7130180,FLEETCRAFT,ABS CABLE,,,NEWLF,NEW LIFE,FC7130180,1.0,FC7130180,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
GDP40513209,GREAT DANE,ABS EXTENSION CABLE,,,GRTDN,GREAT DANE TRAILERS,GDP40513209,1.0,GDP40513209,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
GDP40513210,WABCO AUTOMOTIVE,SENSOR HARNESS,,,GRTDN,GREAT DANE TRAILERS,GDP40513210,1.0,GDP40513210,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
PE18050,TRP PARTS,"CORD, AIR/POWER, 3-IN-1, 15'",,,TRPPC,TRP PARTS,PE18050,1.0,PE18050,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
PROEL15ASSYM,PRO-PAR,"CORD, AIR/POWER, 3-IN-1, 15""",,,AUROA,"AURORA PARTS AND ACCESSORIES, LLC",PROEL15ASSYM,1.0,PROEL15ASSYM,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
S8945900672,MERITOR WABCO,"ABS , SENSOR,EXTENSION",,,MERTR,MERITOR INC.,S8945900672,1.0,S8945900672,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
AL91901,HALDEX,ABS POWER CORD EXT,UNABLE TO VERIFY,,,,,,,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
AL91902,HALDEX,ABS POWER CORD EXT,UNABLE TO VERIFY,,,,,,,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
N42AAPL12,ALLIANCE PARTS,"CORD, AIR/POWER, 3-IN-1, 12'",UNABLE TO VERIFY,,,,,,,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
N42AAPL15,ALLIANCE PARTS,"CORD, AIR/POWER, 3-IN-1, 15'",UNABLE TO VERIFY,,,,,,,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
RF-153IN1,RIG FORCE,"CORD, AIR/POWER, 3-IN-1, 15'",UNABLE TO VERIFY,,,,,,,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
SMR37430,PARTSMART,"CABLE, 7-WAY, ABS, 12'",UNABLE TO VERIFY,,,,,,,013-011-166,BRAKES,"ABS, ANTI-LOCK SYSTEM",WIRING HARNESS - ABS
FLTCE071,FLEETRITE,"15' 7-WIRE,ABS ,CABLE",,,FLTRT,FLEETRITE,FLTCE071,1.0,FLTCE071,013-011-175,BRAKES,"ABS, ANTI-LOCK SYSTEM","CABLE - ABS, STRAIGHT"
WAB 472 196 046 0,WABCO AUTOMOTIVE,"SOLENOID, ABS MODULATOR",,,WABCO,WABCO,472 196 046 0,0.0,4721960460,013-011-178,BRAKES,"ABS, ANTI-LOCK SYSTEM",SOLENOID KIT - ABS VALVES
WAB 472 196 051 0,MERITOR WABCO,"SOLENOID, ABS MODULATOR",,,WABCO,WABCO,472 196 051 0,0.0,4721960510,013-011-178,BRAKES,"ABS, ANTI-LOCK SYSTEM",SOLENOID KIT - ABS VALVES
WAB4721700020,FRANKLIN TRUCK PARTS,"VALVE, ATC, SOLENOID, 3/2",,,WABCO,WABCO,472 170 002 0,0.0,4721700020,013-011-178,BRAKES,"ABS, ANTI-LOCK SYSTEM",SOLENOID KIT - ABS VALVES
SLS558,STANDARD,BRAKE PEDAL POSTION SENSOR,,,STDMT,"STANDARD MOTOR PRODUCTS, INC.",SLS558,1.0,SLS558,013-012-002,BRAKES,ELECTRIC BRAKES (EBS),"CONTROLLER - BRAKE PEDAL OPERATED, ELECTRIC BRAKES"
23-180,DEXTER AXLE CO,"ELECTRIC BRAKE, LH",,,DXTER,DEXTER AXLE COMPANY,23-180,1.0,23180,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
BE12-70R,DEXTER AXLE CO,"BRAKE, ASSY, ELECTRIC, RH",,,DXTER,DEXTER AXLE COMPANY,BE12-70R,1.0,BE1270R,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
EB01-100,BRAKEBEST,"BRAKE, ASSY, TRAILER, ELECTRIC",,,ORELY,O'REILLY AUTO PARTS,EB01-100,1.0,EB01100,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
EB01-105,BRAKEBEST,"BRAKE, ASSY, TRAILER, ELECTRIC",,,ORELY,O'REILLY AUTO PARTS,EB01-105,1.0,EB01105,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
K23-026-00,DEXTER AXLE CO,"BRAKE, ASSY, ELECTRIC",,,DXTER,DEXTER AXLE COMPANY,K23-026-00,1.0,K2302600,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
K23-027-00,DEXTER AXLE CO,"BRAKE, ASSY, ELECTRIC",,,DXTER,DEXTER AXLE COMPANY,K23-027-00,1.0,K2302700,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
K23-105-00,DEXTER AXLE CO,"BRAKE, ASSEMBLY, LH, 12"" X 2""",,,DXTER,DEXTER AXLE COMPANY,K23-105-00,1.0,K2310500,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
K23-106-00,DEXTER AXLE CO,"BRAKE, ASSEMBLY, RH, 12"" X 2""",,,DXTER,DEXTER AXLE COMPANY,K23-106-00,1.0,K2310600,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
K23-180-00,DEXTER AXLE CO,"BRAKE, ASSEMBLY, 12"" X 2""",,,DXTER,DEXTER AXLE COMPANY,K23-180-00,1.0,K2318000,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
K23-180-HDV,FLEETPRIDE,ELECTRIC TRAILER BRAKE LH,,,HDVAL,"HD VALUE, FLEETPRIDE",K23-180-HDV,1.0,K23180HDV,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
K23-181-HDV,FLEETPRIDE,ELE TRAILER BRAKE RH,,,HDVAL,"HD VALUE, FLEETPRIDE",K23-181-HDV,1.0,K23181HDV,013-012-005,BRAKES,ELECTRIC BRAKES (EBS),ELECTRIC BRAKE ASSEMBLY
2010P,TEKONSHA,SMALL TRAILER BREAKAWAY SWITCH,,,TKNSH,TEKONSHA ENGINEERING CO,2010P,1.0,2010P,013-012-011,BRAKES,ELECTRIC BRAKES (EBS),"SWITCH - BREAKAWAY, ELECTRIC BRAKES"
7552095,HOPKINS,BREAK AWAY SYSTEM,,,NAPAX,NAPA,BK 7552095,0.0,BK7552095,013-012-011,BRAKES,ELECTRIC BRAKES (EBS),"SWITCH - BREAKAWAY, ELECTRIC BRAKES"
02040J2675,"BENDIX CORP, THE","PADS, BRAKE, FRONT",,,ALLED,ALLIEDSIGNAL TRUCK BRAKE SYSTEMS CO.,02040J2675,1.0,02040J2675,013-012-013,BRAKES,ELECTRIC BRAKES (EBS),REPAIR KIT - BRAKE SHOE AND LINING
2U2Z-2V200-HB,FORD MOTOR CO,"PADS, BRAKE, REAR",,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",2U2Z-2V200-HB,1.0,2U2Z2V200HB,013-012-013,BRAKES,ELECTRIC BRAKES (EBS),REPAIR KIT - BRAKE SHOE AND LINING
20098,HOPKINS,"BREAKAWAY, TRAILER, KIT",,,HPKNS,HOPKINS MFG. CORP.,20098,1.0,20098,013-012-025,BRAKES,ELECTRIC BRAKES (EBS),KIT - TRAILER BREAKAWAY
20400,HOPKINS,"ENGAGER, FT SYSTEM LED MONITOR",,,HPKNS,HOPKINS MFG. CORP.,20400,1.0,20400,013-012-025,BRAKES,ELECTRIC BRAKES (EBS),KIT - TRAILER BREAKAWAY
52040,CURTIS MFG,TRAILER BREAK AWAY,,,CRTHI,CURT MANUFACTURING,52040,1.0,52040,013-012-025,BRAKES,ELECTRIC BRAKES (EBS),KIT - TRAILER BREAKAWAY
5401,DEMCO/DETHMERS,BREAK AWAY CABLE & LEVER,,,DEMCO,"DEMCO PRODUCTS, DETHMERS MFG. CO.",5401,1.0,5401,013-012-025,BRAKES,ELECTRIC BRAKES (EBS),KIT - TRAILER BREAKAWAY
74215,IMPERIAL SUPPLIES,TRAILER BREAK AWAY KIT,,,IMPER,IMPERIAL PRODUCTS,74215,1.0,74215,013-012-025,BRAKES,ELECTRIC BRAKES (EBS),KIT - TRAILER BREAKAWAY
BA10-150,REDLINE,BREAKAWAY KIT W/ CHARGER,,,REDNK,REDNECK TRAILER SUPPLIES,BA10-150,1.0,BA10150,013-012-025,BRAKES,ELECTRIC BRAKES (EBS),KIT - TRAILER BREAKAWAY
CT52042,CURTIS MFG,TRAILER BRAKE BREAK AWAY KIT,,,CRTHI,CURT MANUFACTURING,52042,0.0,52042,013-012-025,BRAKES,ELECTRIC BRAKES (EBS),KIT - TRAILER BREAKAWAY
85154364,VOLVO,CALIPER,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85154364,1.0,85154364,013-013-000,BRAKES,AIR DISC BRAKES,
TDA/A3836H268,MERITOR WABCO,SHIELD,,,MERTR,MERITOR INC.,A3836H268,0.0,A3836H268,013-013-000,BRAKES,AIR DISC BRAKES,
745-K081258,"BENDIX CORP, THE",RF BENDIX BRAKE CALIPER,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K081258,0.0,K081258,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
85155410,VOLVO,CALIPER LH,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85155410,1.0,85155410,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
85155410-C,VOLVO,"CALIPER, DISC BRAKE CORE",,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85155410,0.0,85155410,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
BENK165794,"BENDIX CORP, THE",CALIPER RH,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K165794,0.0,K165794,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
EX225L262XX000,MERITOR WABCO,"CALIPER, DISC BRAKE",,,MERTR,MERITOR INC.,EX225L262XX000,1.0,EX225L262XX000,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
K097844SC,VOLVO,"CALIPER, BRAKE, REMANUFACTURED",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K097844SC,1.0,K097844SC,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
K097845SC,VOLVO,CALIPER,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K097845SC,1.0,K097845SC,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
K097846SC,"BENDIX CORP, THE",CALIPER PAD ASSY,,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K097846SC,1.0,K097846SC,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
K097847SC,"BENDIX CORP, THE","CALIPER, DISC BRAKE W/CARRIER",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K097847SC,1.0,K097847SC,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
K097848,"BENDIX CORP, THE","CALIPER, RH",,,BENDX,BENDIX COMMERCIAL VEHICLE SYSTEMS,K097848,1.0,K097848,013-013-001,BRAKES,AIR DISC BRAKES,CALIPER - AIR DISC BRAKE
